CTE_Bathocyroe_fosteri1|v8-14573	1148	928.935	95.1946	3.40656
CTE_Beroe_cucumis1|v8-091461	1741	1501.13	287.153	3.42648
CTE_Beroe_cucumis1|v8-091462	1764	1524.13	63.8081	0.749907
CTE_Beroe_forskalii1|v8-19118	1178	933.489	131	5.38042
CTE_Beroe_forskalii2|v8-232129	1164	939.52	23.1816	3.94623
CTE_Beroe_forskalii2|v8-232132	1216	991.52	47.8019	7.7106
CTE_Beroe_forskalii2|v8-232134	1056	831.52	1.0165	0.195514
CTE_Beroe_forskalii3|v8-032236	630	464.575	13.8201	1.15569
CTE_Beroe_forskalii3|v8-049118	593	427.575	25.1505	2.28518
CTE_Beroe_ovata1|v8-148499	1589	1361.26	73.4351	0.809336
CTE_Beroe_ovata1|v8-148500	1044	816.258	218.198	4.01042
CTE_Beroe_ovata1|v8-148501	769	541.98	101.026	2.79652
CTE_Beroe_ovata1|v8-148502	767	540.008	0	0
CTE_Beroe_ovata1|v8-148504	1042	814.258	0	0
CTE_Beroe_ovata1|v8-148507	1143	915.258	168.168	2.75655
CTE_Beroe_ovata1|v8-148508	1607	1379.26	25.9479	0.282243
CTE_Bolinopsis_infundibulum1|v8-04850	1514	1290.92	261	8.87745
CTE_Bolinopsis_vitrea1|v8-078002	1350	1081.03	281.924	5.71211
CTE_Bolinopsis_vitrea1|v8-078003	1363	1094.03	241.076	4.82643
CTE_Cestum_veneris1|v8-028034	528	279.155	24	2.43482
CTE_Coeloplana_cfmeteoris1|v8-084331	2699	2539.67	1278.97	5.78351
CTE_Coeloplana_cfmeteoris1|v8-084332	3421	3261.67	584.069	2.05652
CTE_Ctenoceros_clear1|v8-065661	2188	2003.81	131.297	1.96502
CTE_Ctenoceros_clear1|v8-065662	2557	2372.81	142.699	1.80354
CTE_Ctenoceros_clear1|v8-065663	379	203.121	0	0
CTE_Ctenoceros_clear1|v8-124415	1291	1106.81	41.8394	1.13366
CTE_Ctenoceros_clear1|v8-124416	1279	1094.81	0	0
CTE_Ctenoceros_clear2|v8-046827	3135	2922.87	258.104	2.43863
CTE_Ctenoceros_clear2|v8-046828	2886	2673.87	609.355	6.29348
CTE_Ctenoceros_clear2|v8-046829	3124	2911.87	0	0
CTE_Cydippid_spredx1|v8-003167	1320	1059.31	85	2.92682
CTE_Deiopea_kaloktenota1|v8-57771	1087	824.567	109	5.50615
CTE_Eurhamphaea_vexilligera1|v8-107222	2182	1902.87	213.804	2.53072
CTE_Eurhamphaea_vexilligera1|v8-107223	2297	2017.87	142.185	1.58708
CTE_Eurhamphaea_vexilligera1|v8-107224	2282	2002.87	31.0116	0.348746
CTE_Haeckelia_beehleri1|v8-60645	1240	976.068	398	15.1687
CTE_Haeckelia_rubra1|v8-061330	1249	1030.58	113	3.04495
CTE_Kiyohimea_usagi1|v8-26640	559	307.558	11	1.04493
CTE_Kiyohimea_usagi1|v8-26644	422	184.494	7.01652	1.11112
CTE_Lampea_deep1|v8-22269	1003	825.414	0	0
CTE_Lampocteis_cruentiventer1|v8-22269	1003	763.151	107	5.19006
CTE_Leucothea_pulchra1|v8-005408	3633	3379.79	146.406	1.53145
CTE_Leucothea_pulchra1|v8-005409	2410	2156.79	48.9422	0.802251
CTE_Leucothea_pulchra1|v8-005410	1188	934.787	51.764	1.95772
CTE_Leucothea_pulchra1|v8-005411	3797	3543.79	162.557	1.62171
CTE_Leucothea_pulchra1|v8-005412	2004	1750.79	70.3309	1.42019
CTE_Llyria_spbenthic1|v8-29977	1137	863.029	77	3.23332
CTE_Llyria_spbenthic1|v8-29977	1137	863.029	77	3.23332
CTE_Llyria_spcopper1|v8-026096	1288	1010.37	79	2.71471
CTE_Llyria_spdeep1|v8-19740	895	611.592	28	1.46779
CTE_Llyria_spdeep1|v8-19740	895	611.592	28	1.46779
CTE_Nepheloctena_red1|v8-22386	1155	948.854	87	2.65942
CTE_Nepheloctena_red2|v8-02770	1101	883.213	101	2.90994
CTE_Nepheloctena_white1|v8-39407	1172	938.765	122	3.2739
CTE_Ocyropsis_crystallina1|v8-116169	1652	1423.19	42.6363	0.607682
CTE_Ocyropsis_crystallina1|v8-116170	1361	1132.19	23.0422	0.412823
CTE_Ocyropsis_crystallina1|v8-116171	893	664.247	7.59162	0.231827
CTE_Ocyropsis_crystallina2|v8-037856	1041	899.316	27.534	0.648286
CTE_Ocyropsis_crystallina2|v8-037858	762	620.316	16.0802	0.548893
CTE_Ocyropsis_crystallina2|v8-037861	804	662.316	14.4966	0.463459
CTE_Ocyropsis_maculata1|v8-35490	500	279.744	12	1.22253
CTE_Thalassocalyce_inconstans1|v8-68288	1236	1022.91	83	2.22071
CTE_Velamen_parallelum1|v8-19027	1502	1254.54	78.3441	2.65614
CTE_Velamen_parallelum1|v8-19028	1469	1221.54	71.6559	2.49502
CTE_Vermillion_lobate1|v8-074653	1013	816.145	93.3103	3.57879
CTE_Vermillion_lobate1|v8-086497	967	770.145	88.6897	3.60475
CTE_Weird_cteno1|v8-018440	373	185.548	4.39086	0.95372
CTE_Weird_cteno1|v8-018443	326	143.164	0	0
CTE_Weird_cteno1|v8-018444	559	365.592	8	0.881903
CTE_Weird_cteno1|v8-018444	559	365.592	8	0.881903
CTE_Weird_cteno1|v8-018445	311	130.094	0	0
CTE_Weird_cteno1|v8-090540	313	131.803	15.2364	4.65894
