CTE_Aulacoctena_acuminata|v6_-05487	1154	926.354	717	13.4779
CTE_Bathocyroe_fosteri|v6_-29311	1533	1309.4	966	19.3097
CTE_Bathyctena_chuni|v6_-54165	1515	1272.36	155	3.19464
CTE_Benthic_cteno|v6_-09843	1060	844.182	339	11.9984
CTE_Beroe_abyssicola|v6_-34860	1020	794.729	261	8.70319
CTE_Beroe_forskalii1|v6_-15152	610	362.704	24	2.19465
CTE_Beroe_forskalii1|v6_-32382	531	284.703	29	3.3784
CTE_Bolinopsis_infundibulum|v6_-26948	2594	2369.66	786	11.6476
CTE_Cestum_veneris|v6_-47474	3424	3161.05	1200	8.08989
CTE_Charistephane_fugiens|v6_-71042	563	366.006	25	1.58655
CTE_Coeloplana_cfmeteoris|v6_-30231	935	766.947	1187.48	16.6468
CTE_Ctenoceros_clear|v6_-09590	1148	926.196	491.706	10.2849
CTE_Cydippid_spblack|v6_-36892	1090	815.233	279	12.781
CTE_Cydippid_sppeach|v6_-30041	1287	989.661	9059	192.81
CTE_Cydippid_spredx|v6_-39278	3588	3325.85	631	5.4287
CTE_Deiopea_kaloktenota|v6_-13965	2366	2099.53	663	10.3587
CTE_Dryodora_glandiformis|v6_-15056	1992	1770.5	4648	40.4268
CTE_Euplokamis_dunlapae|v6_-02159	1356	1091.42	7799	220.064
CTE_Haeckelia_beehleri|v6_-12041	1544	1280.04	436	9.95147
CTE_Haeckelia_rubra|v6_-19471	1144	924.398	917	23.0709
CTE_Hormiphora_californensis1|v6_-19476	850	637.371	799	28.7931
CTE_Hormiphora_californensis3|v6_-055705	973	682.738	16.5996	0.230977
CTE_Hormiphora_californensis3|v6_-055707	1026	735.738	2098.62	27.0978
CTE_Kiyohimea_sp|v6_-01234	1441	1184.1	209	4.87076
CTE_Lampea_deep|v6_-54026	3139	2869.42	905.176	8.55409
CTE_Lampocteis_cruentiventer|v6_-10841	2466	2222.67	344	4.46087
CTE_Leucothea_pulchra|v6_-27740	2724	2465.35	1270	15.921
CTE_Llyria_spbenthic|v6_-45205	1181	903.714	741	23.5242
CTE_Llyria_spcopper|v6_-38699	1176	894.145	511	16.0677
CTE_Llyria_spcopper|v6_-56565	961	679.337	766	31.7018
CTE_Mertensia_ovum|v6_-40636	1201	972.755	24079	57.4862
CTE_Nepheloctena_red1|v6_-05378	1237	1030.21	2601	58.4744
CTE_Nepheloctena_red2|v6_-12272	1240	1020.87	2534	49.6766
CTE_Nepheloctena_white|v6_-51404	1170	936.69	319	6.85615
CTE_Ocyropsis_crystallina|v6_-080984	838	608.831	23.5302	0.705448
CTE_Ocyropsis_crystallina|v6_-080985	1503	1273.7	4.41484	0.0632679
CTE_Ocyropsis_crystallina|v6_-080986	1824	1594.7	108.719	1.2444
CTE_Ocyropsis_crystallina|v6_-080987	1816	1586.7	39.0933	0.44972
CTE_Ocyropsis_crystallina|v6_-080988	1823	1593.7	11.8686	0.135935
CTE_Ocyropsis_crystallina|v6_-081163	3405	3175.7	16.1525	0.0928399
CTE_Ocyropsis_crystallina|v6_-081164	3171	2941.7	35.7098	0.221577
CTE_Ocyropsis_crystallina|v6_-081165	3290	3060.7	787.002	4.69343
CTE_Ocyropsis_crystallina|v6_-081166	3301	3071.7	557.136	3.31068
CTE_Ocyropsis_maculata|v6_-11477	501	276.832	8	0.746236
CTE_Ocyropsis_maculata|v6_-29214	3000	2774.41	649	6.04054
CTE_Ocyropsis_maculata|v6_-29720	330	120.543	7	1.49954
CTE_Tetraphalia_sp|v6_-38513	1314	1070.17	269.855	4.99152
CTE_Thalassocalyce_inconstans|v6_-06988	3230	3015.53	1369	10.0554
CTE_Tjalfiella_pink2|v6_-185638	2503	2221.71	850.69	2.7127
CTE_Tjalfiella_pink2|v6_-185639	2514	2232.71	358.014	1.13602
CTE_Tjalfiella_pink2|v6_-185640	2521	2239.71	851.664	2.69398
CTE_Tjalfiella_pink2|v6_-185641	2462	2180.71	1524.52	4.95282
CTE_Tjalfiella_pink2|v6_-185642	1279	997.708	51.9087	0.368599
CTE_Tjalfiella_pink2|v6_-185643	2501	2219.71	1334.81	4.2603
CTE_Tjalfiella_pink2|v6_-185645	2482	2200.71	471.98	1.51943
CTE_Tjalfiella_pink2|v6_-185647	2500	2218.71	475.896	1.5196
CTE_Tjalfiella_pink2|v6_-185648	2542	2260.71	753.183	2.36034
CTE_Velamen_parallelum|v6_-21616	2657	2396.99	769	11.5086
CTE_Weird_cteno|v6_-25600	1539	1297.09	153	3.25384
CTE_Beroe_forskalii2|v6_-086458	3794	3569.52	19.8213	0.888113
CTE_Beroe_forskalii2|v6_-086459	3968	3743.52	8.23198	0.351697
CTE_Beroe_forskalii2|v6_-086460	3710	3485.52	4.18724	0.192134
CTE_Beroe_forskalii2|v6_-086461	3536	3311.52	10.7594	0.519645
CTE_Bolinopsis_vitrea|v6_-050330	2184	1916.33	562.341	6.51838
CTE_Bolinopsis_vitrea|v6_-050331	2243	1975.33	387.812	4.36106
CTE_Bolinopsis_vitrea|v6_-050332	2213	1945.33	0.00610053	6.96601e-05
CTE_Eurhamphaea_vexilligera|v6_-070282	3248	2966.35	84.1955	0.731511
CTE_Eurhamphaea_vexilligera|v6_-070283	3247	2965.35	531.995	4.62366
CTE_Eurhamphaea_vexilligera|v6_-070284	1683	1401.35	179.149	3.29474
CTE_Eurhamphaea_vexilligera|v6_-070287	2528	2246.35	230.209	2.64119
CTE_Eurhamphaea_vexilligera|v6_-070288	1684	1402.35	0	0
CTE_Eurhamphaea_vexilligera|v6_-070289	3674	3392.35	262.58	1.99487
CTE_Hormiphora_californensis2|v6_-087906	1026	735.552	1832.35	28.3281
CTE_Hormiphora_californensis2|v6_-087907	973	682.552	17.6508	0.294071
CTE_Lampea_lactea2|v6_-18302	1261	1002.62	86.047	1.59993
CTE_Lampea_lactea2|v6_-18304	1077	818.617	6.95302	0.158341
CTE_Llyria_spdeep|v6_-54872	1175	892.366	720	24.2214
CTE_Pleurobrachia_bachei|v6_-056403	732	485.964	0	0
CTE_Pleurobrachia_bachei|v6_-056404	1111	864.002	880.736	32.0712
CTE_Pleurobrachia_bachei|v6_-056405	1105	858.002	934.264	34.2583
CTE_Tjalfiella_pink1|v6_-088404	2257	1977.16	938.546	3.51815
CTE_Tjalfiella_pink1|v6_-088405	2232	1952.16	1697.82	6.44579
CTE_Tjalfiella_pink1|v6_-088406	2244	1964.16	1184.69	4.47023
CTE_Tjalfiella_pink1|v6_-088408	1278	998.158	47.3935	0.351901
CTE_Tjalfiella_pink1|v6_-088410	2219	1939.16	2144.17	8.19494
CTE_Tjalfiella_pink1|v6_-088411	1303	1023.16	12.2728	0.0889
CTE_Beroe_cucumis|v6_-084157	1076	834.544	508.322	10.6189
CTE_Beroe_ovata|v6_-235356	1890	1662.26	451	4.07047
