CTE_Aulacoctena_acuminata1|v8-020828	2415	2187.71	364.569	3.38905
CTE_Aulacoctena_acuminata1|v8-020830	688	461.383	5	0.220393
CTE_Bathocyroe_fosteri1|v8-68301	3261	3041.94	379	4.1417
CTE_Bathyctena_chuni1|v8-078499	438	240.498	9	1.34697
CTE_Bathyctena_chuni2|v8-105424	496	305.145	10	1.23545
CTE_Bathyctena_chuni2|v8-144106	438	247.938	9	1.36846
CTE_Benthic_cteno1|v8-05704	3371	3159.04	433.822	4.92857
CTE_Beroe_abyssicola1|v8-084706	3496	3272.15	61.2831	0.614132
CTE_Beroe_abyssicola1|v8-084706	3496	3272.15	61.2831	0.614132
CTE_Beroe_abyssicola1|v8-084707	3536	3312.15	707.717	7.00654
CTE_Beroe_cucumis1|v8-177070	3947	3707.13	237.759	1.14882
CTE_Beroe_cucumis1|v8-177071	3699	3459.13	68.0557	0.352412
CTE_Beroe_cucumis1|v8-177071	3699	3459.13	68.0557	0.352412
CTE_Beroe_cucumis1|v8-177074	3932	3692.13	248.67	1.20642
CTE_Beroe_forskalii1|v8-08274	3305	3060.49	68.9596	0.86389
CTE_Beroe_forskalii1|v8-08275	3418	3173.49	128.485	1.55228
CTE_Beroe_forskalii1|v8-08276	3604	3359.49	158.01	1.80329
CTE_Beroe_forskalii1|v8-08277	384	150.162	3	0.765976
CTE_Beroe_forskalii1|v8-08278	2182	1937.49	58.5448	1.15852
CTE_Beroe_forskalii2|v8-090696	5691	5466.52	66.2726	1.93896
CTE_Beroe_forskalii2|v8-090698	5730	5505.52	126.828	3.68436
CTE_Beroe_forskalii2|v8-090699	2255	2030.52	17.7931	1.40149
CTE_Beroe_forskalii2|v8-090700	5484	5259.52	0	0
CTE_Beroe_forskalii3|v8-012462	367	201.908	12.4971	2.40461
CTE_Beroe_forskalii3|v8-075232	700	534.575	18.6959	1.3587
CTE_Beroe_forskalii3|v8-075234	772	606.575	44.8292	2.87119
CTE_Beroe_forskalii3|v8-162919	1086	920.575	39.7851	1.67899
CTE_Beroe_forskalii3|v8-162920	1206	1040.58	19.3813	0.723594
CTE_Beroe_ovata1|v8-178686	4556	4328.26	452.928	1.56994
CTE_Beroe_ovata1|v8-178687	3338	3110.26	3.63742	0.0175454
CTE_Beroe_ovata1|v8-178688	4572	4344.26	90.6074	0.312906
CTE_Beroe_ovata1|v8-178689	4675	4447.26	0.0303912	0.000102523
CTE_Beroe_ovata1|v8-178690	4269	4041.26	26.3173	0.0976993
CTE_Beroe_ovata1|v8-178691	4253	4025.26	99.427	0.370576
CTE_Beroe_ovata1|v8-178692	4155	3927.26	76.0496	0.290518
CTE_Beroe_ovata1|v8-178693	4274	4046.26	47.8281	0.177335
CTE_Beroe_ovata2|v8-22774	440	299.093	24.0005	2.98142
CTE_Bolinopsis_ashleyi1|v8-031953	544	398.231	24.1968	2.26681
CTE_Bolinopsis_ashleyi1|v8-097858	500	354.231	22.8032	2.40159
CTE_Bolinopsis_infundibulum1|v8-41908	3754	3530.92	160.856	2.0003
CTE_Bolinopsis_infundibulum1|v8-41909	3751	3527.92	200.144	2.49099
CTE_Bolinopsis_vitrea1|v8-049823	673	407.32	12.8751	0.692332
CTE_Bolinopsis_vitrea1|v8-049825	2277	2008.03	71.9312	0.7846
CTE_Bolinopsis_vitrea1|v8-049826	1748	1479.03	34.3188	0.508226
CTE_Bolinopsis_vitrea1|v8-049827	512	259.278	17	1.4361
CTE_Bolinopsis_vitrea1|v8-101388	1815	1546.03	1860.01	26.3512
CTE_Cestum_veneris1|v8-053827	1064	804.502	64.4409	2.26848
CTE_Cestum_veneris1|v8-053829	1869	1609.5	37.8295	0.665639
CTE_Cestum_veneris1|v8-053830	3694	3434.5	148.951	1.22823
CTE_Cestum_veneris1|v8-053831	2266	2006.5	149.778	2.11402
CTE_Charistephane_fugiens1|v8-107572	364	169.229	5	0.819206
CTE_Coeloplana_cfmeteoris1|v8-096359	3759	3599.67	838.893	2.67641
CTE_Coeloplana_cfmeteoris1|v8-096360	4006	3846.67	1097.51	3.27666
CTE_Coeloplana_cfmeteoris1|v8-096361	4171	4011.67	1048.25	3.00087
CTE_Ctenoceros_clear1|v8-078966	1140	955.807	96.2321	3.01938
CTE_Ctenoceros_clear1|v8-078967	1083	898.807	0	0
CTE_Ctenoceros_clear1|v8-078968	2694	2509.81	111.439	1.33157
CTE_Ctenoceros_clear1|v8-086442	1352	1167.81	10.3289	0.265247
CTE_Ctenoceros_clear1|v8-137821	937	752.807	0	0
CTE_Ctenoceros_clear2|v8-019949	3284	3071.87	218.349	1.96295
CTE_Ctenoceros_clear2|v8-019950	3557	3344.87	119.396	0.985757
CTE_Cydippid_spblack1|v8-62362	612	347.582	37	5.39322
CTE_Cydippid_spblack1|v8-62363	619	354.307	18.66	2.66831
CTE_Cydippid_spblack1|v8-62364	715	446.489	26.34	2.98888
CTE_Cydippid_spblack1|v8-62365	2054	1782.55	96	2.72856
CTE_Cydippid_spgold1|v8-039187	3275	3040.17	63.1635	0.175662
CTE_Cydippid_spgold1|v8-039188	3324	3089.17	640.929	1.75419
CTE_Cydippid_spgold1|v8-039189	3064	2829.17	203.353	0.607716
CTE_Cydippid_spgold1|v8-039190	1282	1047.17	467.851	3.77745
CTE_Cydippid_spgold1|v8-172580	1836	1601.17	24.7041	0.130449
CTE_Cydippid_sppeach1|v8-03837	3429	3135.64	159.1	1.49686
CTE_Cydippid_sppeach1|v8-03838	1115	821.642	18.6267	0.668793
CTE_Cydippid_sppeach1|v8-03839	3429	3135.64	129.637	1.21966
CTE_Cydippid_sppeach1|v8-03840	2169	1875.64	29.6604	0.466515
CTE_Cydippid_spredx1|v8-034744	874	613.525	21.4735	1.27665
CTE_Cydippid_spredx1|v8-034745	3584	3323.31	285.527	3.13384
CTE_Deiopea_kaloktenota1|v8-14204	4816	4553.57	105.225	0.962529
CTE_Deiopea_kaloktenota1|v8-14204	4816	4553.57	105.225	0.962529
CTE_Deiopea_kaloktenota1|v8-14205	4601	4338.57	120.054	1.1526
CTE_Deiopea_kaloktenota1|v8-14206	4207	3944.57	88.0469	0.929741
CTE_Dryodora_glandiformis1|v8-33986	3413	3192	389.686	1.98277
CTE_Dryodora_glandiformis1|v8-33987	2877	2656	19.9901	0.122238
CTE_Dryodora_glandiformis1|v8-33988	3425	3204	203.808	1.03312
CTE_Dryodora_glandiformis1|v8-33989	458	242.243	11.5161	0.772099
CTE_Dryodora_glandiformis2|v8-07244	366	166.256	15.6423	3.89412
CTE_Dryodora_glandiformis2|v8-34101	1346	1142.15	45.0951	1.63416
CTE_Dryodora_glandiformis2|v8-34102	1334	1130.15	30.8856	1.13112
CTE_Dryodora_glandiformis2|v8-37892	623	419.239	10.693	1.05566
CTE_Dryodora_glandiformis2|v8-39787	371	170.804	8	1.93856
CTE_Dryodora_glandiformis2|v8-56001	330	135.07	1.60352	0.491363
CTE_Euplokamis_dunlapae1|v8-09856	581	319.479	26.0522	3.15103
CTE_Euplokamis_dunlapae1|v8-09857	1279	1015.77	66.8069	2.54141
CTE_Euplokamis_dunlapae1|v8-09858	1276	1012.77	36.1409	1.37892
CTE_Euplokamis_dunlapae1|v8-09859	2069	1805.77	141	3.01721
CTE_Eurhamphaea_vexilligera1|v8-071779	644	372.483	4.58661	0.277347
CTE_Eurhamphaea_vexilligera1|v8-071781	3454	3174.87	74.953	0.531742
CTE_Eurhamphaea_vexilligera1|v8-071782	3765	3485.87	119.424	0.771648
CTE_Eurhamphaea_vexilligera1|v8-071783	3023	2743.87	40.763	0.334612
CTE_Eurhamphaea_vexilligera1|v8-071784	364	143.596	8.54792	1.34077
CTE_Eurhamphaea_vexilligera1|v8-071785	2711	2431.87	43.8423	0.406061
CTE_Haeckelia_beehleri1|v8-88000	3428	3164.07	170.462	2.00413
CTE_Haeckelia_beehleri1|v8-88001	3426	3162.07	128.538	1.51219
CTE_Haeckelia_rubra1|v8-099314	3733	3514.58	51.5618	0.407416
CTE_Haeckelia_rubra1|v8-099315	3723	3504.58	170.874	1.35402
CTE_Haeckelia_rubra1|v8-099316	3858	3639.58	1561.56	11.9149
CTE_Hormiphora_californensis1|v8-083181	1247	1086.09	473.106	12.6882
CTE_Hormiphora_californensis1|v8-091931	2693	2532.09	144.022	1.65674
CTE_Hormiphora_californensis1|v8-091932	2693	2532.09	80.183	0.922377
CTE_Hormiphora_californensis1|v8-120068	2324	2163.09	48.4267	0.652102
CTE_Hormiphora_californensis1|v8-120069	1423	1262.09	74.2158	1.71282
